Date,equity,chosen
2023-01-25,1.0910818382871106,CASH
2023-01-26,1.0910818382871106,CASH
2023-01-27,1.0910818382871106,CASH
2023-01-30,1.0910818382871106,CASH
2023-01-31,1.0910818382871106,CASH
2023-02-01,1.0910818382871106,CASH
2023-02-02,1.0910818382871106,CASH
2023-02-03,1.0910818382871106,CASH
2023-02-06,1.0910818382871106,CASH
2023-02-07,1.0910818382871106,CASH
2023-02-08,1.0910818382871106,CASH
2023-02-09,1.0910818382871106,CASH
2023-02-10,1.0910818382871106,CASH
2023-02-13,1.0910818382871106,CASH
2023-02-14,1.0910818382871106,CASH
2023-02-15,1.0910818382871106,CASH
2023-02-16,1.0910818382871106,CASH
2023-02-17,1.0910818382871106,CASH
2023-02-21,1.0910818382871106,CASH
2023-02-22,1.0910818382871106,CASH
2023-02-23,1.0910818382871106,CASH
2023-02-24,1.0910818382871106,CASH
2023-02-27,1.0910818382871106,CASH
2023-02-28,1.0910818382871106,CASH
2023-03-01,1.0910818382871106,CASH
2023-03-02,1.0910818382871106,CASH
2023-03-03,1.0910818382871106,CASH
2023-03-06,1.0910818382871106,CASH
2023-03-07,1.0910818382871106,CASH
2023-03-08,1.0910818382871106,CASH
2023-03-09,1.0910818382871106,CASH
2023-03-10,1.0910818382871106,CASH
2023-03-13,1.0910818382871106,CASH
2023-03-14,1.0910818382871106,CASH
2023-03-15,1.0910818382871106,CASH
2023-03-16,1.0910818382871106,CASH
2023-03-17,1.0910818382871106,CASH
2023-03-20,1.0910818382871106,CASH
2023-03-21,1.0910818382871106,CASH
2023-03-22,1.0910818382871106,CASH
2023-03-23,1.0910818382871106,CASH
2023-03-24,1.0910818382871106,CASH
2023-03-27,1.0910818382871106,CASH
2023-03-28,1.0910818382871106,CASH
2023-03-29,1.0910818382871106,CASH
2023-03-30,1.0910818382871106,CASH
2023-03-31,1.0910818382871106,CASH
2023-04-03,1.0910818382871106,CASH
2023-04-04,1.0910818382871106,CASH
2023-04-05,1.0910818382871106,CASH
2023-04-06,1.0910818382871106,CASH
2023-04-10,1.0910818382871106,CASH
2023-04-11,1.0910818382871106,CASH
2023-04-12,1.0910818382871106,CASH
2023-04-13,1.0910818382871106,CASH
2023-04-14,1.0910818382871106,CASH
2023-04-17,1.0910818382871106,CASH
2023-04-18,1.0910818382871106,CASH
2023-04-19,1.0910818382871106,CASH
2023-04-20,1.0910818382871106,CASH
2023-04-21,1.0910818382871106,CASH
2023-04-24,1.0910818382871106,CASH
2023-04-25,1.0910818382871106,CASH
2023-04-26,1.0910818382871106,CASH
2023-04-27,1.0910818382871106,CASH
2023-04-28,1.0910818382871106,CASH
2023-05-01,1.0910818382871106,CASH
2023-05-02,1.0910818382871106,CASH
2023-05-03,1.0910818382871106,CASH
2023-05-04,1.0910818382871106,CASH
2023-05-05,1.0910818382871106,CASH
2023-05-08,1.0910818382871106,CASH
2023-05-09,1.0910818382871106,CASH
2023-05-10,1.0910818382871106,CASH
2023-05-11,1.0910818382871106,CASH
2023-05-12,1.0910818382871106,CASH
2023-05-15,1.0910818382871106,CASH
2023-05-16,1.0910818382871106,CASH
2023-05-17,1.0910818382871106,CASH
2023-05-18,1.0910818382871106,CASH
2023-05-19,1.0910818382871106,CASH
2023-05-22,1.0910818382871106,CASH
2023-05-23,1.0910818382871106,CASH
2023-05-24,1.0910818382871106,CASH
2023-05-25,1.0910818382871106,CASH
2023-05-26,1.0910818382871106,CASH
2023-05-30,1.0910818382871106,CASH
2023-05-31,1.0910818382871106,QQQ
2023-06-01,1.1036860106848891,QQQ
2023-06-02,1.1119632631018457,QQQ
2023-06-05,1.1127473267233872,QQQ
2023-06-06,1.1125591786516669,QQQ
2023-06-07,1.0936841485552873,QQQ
2023-06-08,1.1072603383788298,QQQ
2023-06-09,1.111493135756917,QQQ
2023-06-12,1.130274140384311,QQQ
2023-06-13,1.1389588688781218,QQQ
2023-06-14,1.1472363155625762,QQQ
2023-06-15,1.1609068222563514,QQQ
2023-06-16,1.1536012958639121,QQQ
2023-06-20,1.151949827864228,QQQ
2023-06-21,1.13625136275983,QQQ
2023-06-22,1.1496580541914512,QQQ
2023-06-23,1.1382608657581519,QQQ
2023-06-26,1.1230020280015114,QQQ
2023-06-27,1.1423109545544603,QQQ
2023-06-28,1.1445402712266608,QQQ
2023-06-29,1.1422482061526371,QQQ
2023-06-30,1.1598618573851243,QQQ
2023-07-03,1.1625933555394072,QQQ
2023-07-05,1.1625620784722448,QQQ
2023-07-06,1.1537082401215084,QQQ
2023-07-07,1.149877576464083,QQQ
2023-07-10,1.1502544554100174,QQQ
2023-07-11,1.1559372653924624,QQQ
2023-07-12,1.1705368563949647,QQQ
2023-07-13,1.190410907099317,QQQ
2023-07-14,1.1901596220907777,QQQ
2023-07-17,1.2012744427158732,QQQ
2023-07-18,1.2111014640973612,QQQ
2023-07-19,1.2108189020216595,QQQ
2023-07-20,1.1829072278590156,QQQ
2023-07-21,1.1793593205447896,QQQ
2023-07-24,1.1812430353382184,QQQ
2023-07-25,1.1892492845955984,QQQ
2023-07-26,1.1852932212682756,QQQ
2023-07-27,1.182467600511258,QQQ
2023-07-28,1.2040059408701562,QQQ
2023-07-31,1.204633813423383,QQQ
2023-08-01,1.2018393725997787,QQQ
2023-08-02,1.1754660056192898,QQQ
2023-08-03,1.173582193692112,QQQ
2023-08-04,1.1680879203163832,QQQ
2023-08-07,1.177977981500941,QQQ
2023-08-08,1.167962423512737,QQQ
2023-08-09,1.1551208562325195,QQQ
2023-08-10,1.1572560503019855,QQQ
2023-08-11,1.1498775764640832,QQQ
2023-08-14,1.1627816978786258,QQQ
2023-08-15,1.1504427977492357,QQQ
2023-08-16,1.138260865758152,QQQ
2023-08-17,1.1258276487585293,QQQ
2023-08-18,1.1244148383800205,QQQ
2023-08-21,1.142530962495837,QQQ
2023-08-22,1.1408982413097006,QQQ
2023-08-23,1.1588884800868753,QQQ
2023-08-24,1.1341163629578623,QQQ
2023-08-25,1.1429074529067758,QQQ
2023-08-28,1.1515102005164708,QQQ
2023-08-29,1.1766592937251672,QQQ
2023-08-30,1.18322106700188,QQQ
2023-08-31,1.1867688771823568,QQQ
2023-09-01,1.1855130349421545,QQQ
2023-09-05,1.187020162190896,QQQ
2023-09-06,1.1765647825874368,QQQ
2023-09-07,1.1681507658519557,QQQ
2023-09-08,1.1697832927705945,QQQ
2023-09-11,1.183566377479405,QQQ
2023-09-12,1.1704425395247327,QQQ
2023-09-13,1.1749010757353848,QQQ
2023-09-14,1.184508283442994,QQQ
2023-09-15,1.1642260767255448,QQQ
2023-09-18,1.165439471517455,QQQ
2023-09-19,1.1629557615567487,QQQ
2023-09-20,1.1461969844487894,QQQ
2023-09-21,1.1251935596453704,QQQ
2023-09-22,1.125350624917426,QQQ
2023-09-25,1.1306957979885135,QQQ
2023-09-26,1.1137171100729264,QQQ
2023-09-27,1.1163268025060233,QQQ
2023-09-28,1.125665143996533,QQQ
2023-09-29,1.1264826216277144,QQQ
2023-10-02,1.135884100055043,QQQ
2023-10-03,1.1159495350250934,QQQ
2023-10-04,1.1311362995400114,QQQ
2023-10-05,1.1278034463459656,QQQ
2023-10-06,1.1467001372683618,QQQ
2023-10-09,1.1525482688915232,QQQ
2023-10-10,1.158931121802666,QQQ
2023-10-11,1.1672004092522086,QQQ
2023-10-12,1.163144492430963,QQQ
2023-10-13,1.1485238234049382,QQQ
2023-10-16,1.1615095371686006,QQQ
2023-10-17,1.1577049053558943,QQQ
2023-10-18,1.1425182379747252,QQQ
2023-10-19,1.1318279889662997,QQQ
2023-10-20,1.1149433265196982,QQQ
2023-10-23,1.1183076510484045,QQQ
2023-10-24,1.129186630931044,QQQ
2023-10-25,1.1015489710741941,QQQ
2023-10-26,1.0805456434045242,QQQ
2023-10-27,1.0857334598023092,QQQ
2023-10-30,1.0979645414703625,QQQ
2023-10-31,1.1032153976712173,QQQ
2023-11-01,1.1223636650033995,QQQ
2023-11-02,1.1427383430498512,QQQ
2023-11-03,1.1561641698300158,QQQ
2023-11-06,1.160880596144136,QQQ
2023-11-07,1.171853795763259,QQQ
2023-11-08,1.1726084278588684,QQQ
2023-11-09,1.1635845083137166,QQQ
2023-11-10,1.1897445695815068,QQQ
2023-11-13,1.1860343517727818,QQQ
2023-11-14,1.2115654720161069,QQQ
2023-11-15,1.2124772665175205,QQQ
2023-11-16,1.2135149463575763,QQQ
2023-11-17,1.213797896968274,QQQ
2023-11-20,1.2285758255338524,QQQ
2023-11-21,1.2214384376608491,QQQ
2023-11-22,1.2264377174519179,QQQ
2023-11-24,1.224708348185574,QQQ
2023-11-27,1.2236393912783559,QQQ
2023-11-28,1.2268463591337595,QQQ
2023-11-29,1.2256517111553973,QQQ
2023-11-30,1.2225703372373886,QQQ
2023-12-01,1.2260605471047368,QQQ
2023-12-04,1.2146783172687763,QQQ
2023-12-05,1.2177282198521244,QQQ
2023-12-06,1.2106851488493537,QQQ
2023-12-07,1.2276008940956198,QQQ
2023-12-08,1.233072146772847,QQQ
2023-12-11,1.243605136241719,QQQ
2023-12-12,1.2535095732211219,QQQ
2023-12-13,1.2694506784304023,QQQ
2023-12-14,1.2683503473222726,QQQ
2023-12-15,1.2744813324223827,QQQ
2023-12-18,1.2825088539707832,QQQ
2023-12-19,1.2890621766113373,QQQ
2023-12-20,1.2699069156492306,QQQ
2023-12-21,1.2846829015398302,QQQ
2023-12-22,1.2866047898965973,QQQ
2023-12-26,1.2944810741978796,QQQ
2023-12-27,1.297116118539453,QQQ
2023-12-28,1.2964857205087537,QQQ
2023-12-29,1.2908747895005332,QQQ
2024-01-02,1.2690303806986867,QQQ
2024-01-03,1.2556020284410492,QQQ
2024-01-04,1.249140302925757,QQQ
2024-01-05,1.250621689731026,QQQ
2024-01-08,1.276469563129684,QQQ
2024-01-09,1.2789911552524817,QQQ
2024-01-10,1.2876597595439665,QQQ
2024-01-11,1.2903391940088114,QQQ
2024-01-12,1.2910009662404223,QQQ
2024-01-16,1.2908747895005335,QQQ
2024-01-17,1.2835933522778342,QQQ
2024-01-18,1.301812826702536,QQQ
2024-01-19,1.3276290344990354,QQQ
2024-01-22,1.3293630661853288,QQQ
2024-01-23,1.334879194654572,QQQ
2024-01-24,1.3422867114834112,QQQ
2024-01-25,1.3439257463632297,QQQ
2024-01-26,1.3359193999721006,QQQ
2024-01-29,1.3495999114420179,QQQ
2024-01-30,1.3406161081351835,QQQ
2024-01-31,1.3143585245834455,QQQ
2024-02-01,1.3298357190077306,QQQ
2024-02-02,1.3523105258402766,QQQ
2024-02-05,1.3505454113543183,QQQ
2024-02-06,1.347834602688562,QQQ
2024-02-07,1.3617041364339397,QQQ
2024-02-08,1.3642259228242353,QQQ
2024-02-09,1.3776539836806259,QQQ
2024-02-12,1.3722638376837737,QQQ
2024-02-13,1.3508605132359188,QQQ
2024-02-14,1.3655811328896155,QQQ
2024-02-15,1.3696476372894968,QQQ
2024-02-16,1.3572280190147274,QQQ
2024-02-20,1.346983516780243,QQQ
2024-02-21,1.341593176515893,QQQ
2024-02-22,1.3808692079046907,QQQ
2024-02-23,1.3768028977723072,QQQ
2024-02-26,1.3760778914701284,QQQ
2024-02-27,1.3793877239656724,QQQ
2024-02-28,1.3720432469399033,QQQ
2024-02-29,1.383800704448066,QQQ
2024-03-01,1.4046365735345425,QQQ
2024-03-04,1.39962466635611,QQQ
2024-03-05,1.3745018963933797,QQQ
2024-03-06,1.3831388350827059,QQQ
2024-03-07,1.4041323522437317,QQQ
2024-03-08,1.3838639385186335,QQQ
2024-03-11,1.3787258546003123,QQQ
2024-03-12,1.398489658499604,QQQ
2024-03-13,1.3877409349743093,QQQ
2024-03-14,1.3842419830695554,QQQ
2024-03-15,1.3677878173983098,QQQ
2024-03-18,1.3808330741500798,QQQ
2024-03-19,1.3842733572704666,QQQ
2024-03-20,1.4006861439646585,QQQ
2024-03-21,1.4073145509931524,QQQ
2024-03-22,1.4089243486145362,QQQ
2024-03-25,1.4038111309359467,QQQ
2024-03-26,1.3992658542874803,QQQ
2024-03-27,1.404031915947315,QQQ
2024-03-28,1.401443787206485,QQQ
2024-04-01,1.404410737568228,QQQ
2024-04-02,1.3922903883739801,QQQ
2024-04-03,1.3954151810777704,QQQ
2024-04-04,1.3740784903816967,QQQ
2024-04-05,1.3902703949307715,QQQ
2024-04-08,1.3906806878863454,QQQ
2024-04-09,1.3958253768995956,QQQ
2024-04-10,1.3836420850360267,QQQ
2024-04-11,1.4057364189739272,QQQ
2024-04-12,1.3833264003519323,QQQ
2024-04-15,1.3605692257111826,QQQ
2024-04-16,1.3606954995848202,QQQ
2024-04-17,1.3440930106789246,QQQ
2024-04-18,1.3364233298616637,QQQ
2024-04-19,1.3087737225536924,QQQ
2024-04-22,1.3219359283392011,QQQ
2024-04-23,1.341662724280142,QQQ
2024-04-24,1.3462080009286084,QQQ
2024-04-25,1.33970606204125,QQQ
2024-04-26,1.3603799120344744,QQQ
2024-04-29,1.3659034226686377,QQQ
2024-04-30,1.3401477291977353,QQQ
2024-05-01,1.3304578606697677,QQQ
2024-05-02,1.3474388797953296,QQQ
2024-05-03,1.3745203518056799,QQQ
2024-05-06,1.3895757914920146,QQQ
2024-05-07,1.3897969650383786,QQQ
2024-05-08,1.3889761848597328,QQQ
2024-05-09,1.3920062721582949,QQQ
2024-05-10,1.3952889072041326,QQQ
2024-05-13,1.3985083081794023,QQQ
2024-05-14,1.4075039618036087,QQQ
2024-05-15,1.4295035903362807,QQQ
2024-05-16,1.4265997769113565,QQQ
2024-05-17,1.4259052706063486,QQQ
2024-05-20,1.4358476868815917,QQQ
2024-05-21,1.4386569891687855,QQQ
2024-05-22,1.4383726786856026,QQQ
2024-05-23,1.4319025025341516,QQQ
2024-05-24,1.4454432385393268,QQQ
2024-05-28,1.4509035151029224,QQQ
2024-05-29,1.4406770797457433,QQQ
2024-05-30,1.4252424299034996,QQQ
2024-05-31,1.422591164225851,QQQ
2024-06-03,1.4302294708422005,QQQ
2024-06-04,1.434143378122478,QQQ
2024-06-05,1.46305543276558,QQQ
2024-06-06,1.462550434404778,QQQ
2024-06-07,1.4612563214674885,QQQ
2024-06-10,1.4671586537225652,QQQ
2024-06-11,1.477227246737697,QQQ
2024-06-12,1.4965756095927205,QQQ
2024-06-13,1.5046874432352115,QQQ
2024-06-14,1.5124834950598591,QQQ
2024-06-17,1.531011272003735,QQQ
2024-06-18,1.5314847018961277,QQQ
2024-06-20,1.5196800373859742,QQQ
2024-06-21,1.5156082877636496,QQQ
2024-06-24,1.4983537400010385,QQQ
2024-06-25,1.5154882304499449,QQQ
2024-06-26,1.518617879841183,QQQ
2024-06-27,1.5225380036813931,QQQ
2024-06-28,1.5146347161979024,QQQ
2024-07-01,1.5235181803420694,QQQ
2024-07-02,1.5395145546545035,QQQ
2024-07-03,1.552349613973541,QQQ
2024-07-05,1.5685356904976786,QQQ
2024-07-08,1.5722660149924366,QQQ
2024-07-09,1.5736254018090219,QQQ
2024-07-10,1.5900328461470217,QQQ
2024-07-11,1.555163190145689,QQQ
2024-07-12,1.5642994934383783,QQQ
2024-07-15,1.5685041220292695,QQQ
2024-07-16,1.5691047971327896,QQQ
2024-07-17,1.5230437791121874,QQQ
2024-07-18,1.5158360664049428,QQQ
2024-07-19,1.502400137714887,QQQ
2024-07-22,1.5247825703521796,QQQ
2024-07-23,1.5194083542901555,QQQ
2024-07-24,1.46490660775311,QQQ
2024-07-25,1.448752099697382,QQQ
2024-07-26,1.4636104550070927,QQQ
2024-07-29,1.4665504993203762,QQQ
2024-07-30,1.4464127304876186,QQQ
2024-07-31,1.4892174367083495,QQQ
2024-08-01,1.4531463333662278,QQQ
2024-08-02,1.4186559846545532,QQQ
2024-08-05,1.3763571509983652,QQQ
2024-08-06,1.3895083806702422,QQQ
2024-08-07,1.3744603231488277,QQQ
2024-08-08,1.4165064147902422,QQQ
2024-08-09,1.4239039268429392,QQQ
2024-08-12,1.4269704392973581,QQQ
2024-08-13,1.462377439197894,QQQ
2024-08-14,1.4628517432940276,QQQ
2024-08-15,1.4998080264903502,QQQ
2024-08-16,1.501736325674548,QQQ
2024-08-19,1.5214632187492378,QQQ
2024-08-20,1.5182701410199342,QQQ
2024-08-21,1.5253515798535409,QQQ
2024-08-22,1.5011673161731862,QQQ
2024-08-23,1.5174482923700499,QQQ
2024-08-26,1.5027163080677257,QQQ
2024-08-27,1.5072054414092977,QQQ
2024-08-28,1.490102519428801,QQQ
2024-08-29,1.4879212839623317,QQQ
2024-08-30,1.5056563523810091,QQQ
2024-09-03,1.4599433645829023,QQQ
2024-09-04,1.4561497088838276,QQQ
2024-09-05,1.457508998566664,QQQ
2024-09-06,1.4184662824428498,QQQ
2024-09-09,1.436707417693568,QQQ
2024-09-10,1.4499851155065806,QQQ
2024-09-11,1.481472185834404,QQQ
2024-09-12,1.4960143707912754,QQQ
2024-09-13,1.5027163080677262,QQQ
2024-09-16,1.4960775077280943,QQQ
2024-09-17,1.496867885043318,QQQ
2024-09-18,1.4903872184469802,QQQ
2024-09-19,1.5280704506204605,QQQ
2024-09-20,1.5251619747755867,QQQ
2024-09-23,1.5292046814069749,QQQ
2024-09-24,1.5365810183024005,QQQ
2024-09-25,1.5380055818645326,QQQ
2024-09-26,1.549560806907377,QQQ
2024-09-27,1.540949802929021,QQQ
2024-09-30,1.545128593942691,SPY
2024-10-01,1.5312866737078892,SPY
2024-10-02,1.5319331690088729,SPY
2024-10-03,1.5291325766525274,SPY
2024-10-04,1.5430282328580494,SPY
2024-10-07,1.529078674316573,SPY
2024-10-08,1.5435399723191472,SPY
2024-10-09,1.5542311013791346,SPY
2024-10-10,1.5515113625267207,SPY
2024-10-11,1.5608020290433011,SPY
2024-10-14,1.573566900750422,SPY
2024-10-15,1.5613405533071414,SPY
2024-10-16,1.5681267575846565,SPY
2024-10-17,1.5682615134245423,SPY
2024-10-18,1.5742939168248682,SPY
2024-10-21,1.5717086010818713,SPY
2024-10-22,1.5708739467007506,SPY
2024-10-23,1.5565201206396164,SPY
2024-10-24,1.559886354793014,SPY
2024-10-25,1.5593478305291735,SPY
2024-10-28,1.564168263196698,SPY
2024-10-29,1.5666995102385062,SPY
2024-10-30,1.561959931074913,SPY
2024-10-31,1.5313407424090777,QQQ
2024-11-01,1.5426710423587817,QQQ
2024-11-04,1.5381769493199975,QQQ
2024-11-05,1.5577992781952597,QQQ
2024-11-06,1.6001140579318296,QQQ
2024-11-07,1.625306712195678,QQQ
2024-11-08,1.6272060200121337,QQQ
2024-11-11,1.62625631755061,QQQ
2024-11-12,1.6233129196660252,QQQ
2024-11-13,1.6212241568902204,QQQ
2024-11-14,1.6099570733313602,QQQ
2024-11-15,1.57159841611856,QQQ
2024-11-18,1.5825172754415284,QQQ
2024-11-19,1.5934046722289616,QQQ
2024-11-20,1.592486820729338,QQQ
2024-11-21,1.5982152356483292,QQQ
2024-11-22,1.6007788496548958,QQQ
2024-11-25,1.6033106126995627,QQQ
2024-11-26,1.6119192091122951,QQQ
2024-11-27,1.599227863180923,QQQ
2024-11-29,1.6132801579873721,QQQ
2024-12-02,1.630845380835547,QQQ
2024-12-03,1.6358459818538102,QQQ
2024-12-04,1.6560697889547038,QQQ
2024-12-05,1.6514805314565848,QQQ
2024-12-06,1.6662605430571706,QQQ
2024-12-09,1.6532847719202972,QQQ
2024-12-10,1.6476508417145024,QQQ
2024-12-11,1.677148134057786,QQQ
2024-12-12,1.666324050767788,QQQ
2024-12-13,1.679078613090004,QQQ
2024-12-16,1.7032585427146676,QQQ
2024-12-17,1.6957576411872726,QQQ
2024-12-18,1.6345799061182948,QQQ
2024-12-19,1.6273007960451042,QQQ
2024-12-20,1.6415111803819584,QQQ
2024-12-23,1.6575038590929232,QQQ
2024-12-24,1.6799793738295845,QQQ
2024-12-26,1.6788381771702976,QQQ
2024-12-27,1.6565211403904059,QQQ
2024-12-30,1.6344894027753358,QQQ
2024-12-31,1.6206049081584073,QQQ
2025-01-02,1.6174349605966512,QQQ
2025-01-03,1.6439046636408163,QQQ
2025-01-06,1.6627979162296653,QQQ
2025-01-07,1.6331264146618443,QQQ
2025-01-08,1.6334117138266662,QQQ
2025-01-10,1.6077981024901484,QQQ
2025-01-13,1.6026309636680494,QQQ
2025-01-14,1.6011093033846062,QQQ
2025-01-15,1.6379448437150956,QQQ
2025-01-16,1.6264694665182018,QQQ
2025-01-17,1.6539217911582929,QQQ
2025-01-21,1.6636221569754128,QQQ
2025-01-22,1.6848927731289878,QQQ
2025-01-23,1.6884750352767999,QQQ
2025-01-24,1.6789331474164495,QQQ
2025-01-27,1.6300518257726049,QQQ
2025-01-28,1.654143582612497,QQQ
2025-01-29,1.6510371427613582,QQQ
2025-01-30,1.658074457422566,QQQ
2025-01-31,1.6556652428959404,QQQ
2025-02-03,1.6424146601060903,QQQ
2025-02-04,1.6625759305622783,QQQ
2025-02-05,1.6701205300556947,QQQ
2025-02-06,1.6788381771702976,QQQ
2025-02-07,1.6576621428365104,QQQ
2025-02-10,1.6777284430465462,QQQ
2025-02-11,1.6737342547390424,QQQ
2025-02-12,1.6747169734415597,QQQ
2025-02-13,1.6988091187078165,QQQ
2025-02-14,1.7059415978283587,QQQ
2025-02-18,1.709809159140993,QQQ
2025-02-19,1.7102845930113015,QQQ
2025-02-20,1.703025292682707,QQQ
2025-02-21,1.6676794645671695,QQQ
2025-02-24,1.6479938221944725,QQQ
2025-02-25,1.6272301995533325,QQQ
2025-02-26,1.6311609772568103,QQQ
2025-02-27,1.5858616264410046,QQQ
2025-02-28,1.61090473655447,SPY
2025-03-03,1.582681765640505,SPY
2025-03-04,1.5639476327733612,SPY
2025-03-05,1.5807567892950756,SPY
2025-03-06,1.5526965700232191,SPY
2025-03-07,1.561399192445086,SPY
2025-03-10,1.519810555906898,SPY
2025-03-11,1.507176354585976,SPY
2025-03-12,1.5151743875910844,SPY
2025-03-13,1.494976491493532,SPY
2025-03-14,1.5258564038305111,SPY
2025-03-17,1.5376225963935217,SPY
2025-03-18,1.5210034002499813,SPY
2025-03-19,1.5375683458461524,SPY
2025-03-20,1.5331221379085127,SPY
2025-03-21,1.5336279199347573,SPY
2025-03-24,1.5610928855084,SPY
2025-03-25,1.5648455210635162,SPY
2025-03-26,1.5461639694961304,SPY
2025-03-27,1.5420577872969266,SPY
2025-03-28,1.5110034385845594,SPY
2025-03-31,1.5211464547702755,SPY
2025-04-01,1.5254427642724144,SPY
2025-04-02,1.5350963570584775,SPY
2025-04-03,1.4594457214617593,SPY
2025-04-04,1.374005365936271,SPY
2025-04-07,1.371557998550864,SPY
2025-04-08,1.3500756164163639,SPY
2025-04-09,1.4918596723535855,SPY
2025-04-10,1.426487929698149,SPY
2025-04-11,1.4519404503515263,SPY
2025-04-14,1.4660262293952937,SPY
2025-04-15,1.4619200471960896,SPY
2025-04-16,1.4294246370208283,SPY
2025-04-17,1.4314639568276366,SPY
2025-04-21,1.3973912745843937,SPY
2025-04-22,1.4337483221837934,SPY
2025-04-23,1.455964839417773,SPY
2025-04-24,1.4866113909386833,SPY
2025-04-25,1.4973524985435527,SPY
2025-04-28,1.4979235481514017,SPY
2025-04-29,1.5073594710489424,SPY
2025-04-30,1.5079578963176177,SPY
2025-05-01,1.5186445864503566,SPY
2025-05-02,1.54118760851712,SPY
2025-05-05,1.5323499439634933,SPY
2025-05-06,1.5195419739662281,SPY
2025-05-07,1.5259323545968282,SPY
2025-05-08,1.5365647941821976,SPY
2025-05-09,1.5346071005835853,SPY
2025-05-12,1.5853218476626445,SPY
2025-05-13,1.5957910348316222,SPY
2025-05-14,1.5978305215631916,SPY
2025-05-15,1.6056349218453816,SPY
2025-05-16,1.615805146767163,SPY
2025-05-19,1.6175725461380794,SPY
2025-05-20,1.6121339704954816,SPY
2025-05-21,1.5849683010185571,SPY
2025-05-22,1.5855937680985368,SPY
2025-05-23,1.5747708673607104,SPY
2025-05-27,1.6075113230853204,SPY
2025-05-28,1.5982111100185838,SPY
2025-05-29,1.604520031365749,SPY
2025-05-30,1.6027252563340062,SPY
2025-06-02,1.6117533820400898,SPY
2025-06-03,1.620944593237804,SPY
2025-06-04,1.6205094203855204,SPY
2025-06-05,1.6126778113672653,SPY
2025-06-06,1.6292384169196468,SPY
2025-06-09,1.6307068540433673,SPY
2025-06-10,1.6399524827132121,SPY
2025-06-11,1.6352752509061592,SPY
2025-06-12,1.6417742995562592,SPY
2025-06-13,1.623419085896896,SPY
2025-06-16,1.6388646340448838,SPY
2025-06-17,1.624860314284551,SPY
2025-06-18,1.6246156025847245,SPY
2025-06-20,1.6208000363946595,SPY
2025-06-23,1.6368094563857676,SPY
2025-06-24,1.654891748060672,SPY
2025-06-25,1.655819015108787,SPY
2025-06-26,1.6687738788958526,SPY
2025-06-27,1.677064864856756,SPY
2025-06-30,1.685083262682723,QQQ
2025-07-01,1.6708790750554892,QQQ
2025-07-02,1.6825172618244557,QQQ
2025-07-03,1.6990737257895006,QQQ
2025-07-07,1.6862747068871549,QQQ
2025-07-08,1.6872216278411079,QQQ
2025-07-09,1.6991653753436875,QQQ
2025-07-10,1.6967216361106594,QQQ
2025-07-11,1.6929033402237954,QQQ
2025-07-14,1.6990433003774181,QQQ
2025-07-15,1.7006009694806585,QQQ
2025-07-16,1.7023421243512427,QQQ
2025-07-17,1.7161188629375634,QQQ
2025-07-18,1.7144693576211665,QQQ
2025-07-21,1.7233584310824612,QQQ
2025-07-22,1.7144387455501144,QQQ
2025-07-23,1.7222588230911864,QQQ
2025-07-24,1.7259244319407285,QQQ
2025-07-25,1.7300787139732885,QQQ
2025-07-28,1.7354854776934148,QQQ
2025-07-29,1.7327974018688777,QQQ
2025-07-30,1.7351190661356364,QQQ
2025-07-31,1.7259244319407283,QQQ
2025-08-01,1.6919258071987902,QQQ
2025-08-04,1.7231445199030342,QQQ
2025-08-05,1.7114452956509332,QQQ
2025-08-06,1.7329807009772518,QQQ
2025-08-07,1.7388457124683134,QQQ
2025-08-08,1.7550660036286925,QQQ
2025-08-11,1.7498729644290227,QQQ
2025-08-12,1.7718666175262763,QQQ
2025-08-13,1.7727526876560642,QQQ
2025-08-14,1.7713781310022283,QQQ
2025-08-15,1.7635886655322084,QQQ
2025-08-18,1.7628858945107944,QQQ
2025-08-19,1.7389679740935524,QQQ
2025-08-20,1.7286431198363172,QQQ
2025-08-21,1.7206399298458408,QQQ
2025-08-22,1.7471848886044852,QQQ
2025-08-25,1.7421447231011071,QQQ
2025-08-26,1.749139954654496,QQQ
2025-08-27,1.7518280304790328,QQQ
2025-08-28,1.762794431615577,QQQ
2025-08-29,1.7423892463515858,QQQ
2025-09-02,1.7277876617775816,QQQ
2025-09-03,1.7413811012555285,QQQ
2025-09-04,1.7571431446449723,QQQ
2025-09-05,1.7596785334321874,QQQ
2025-09-08,1.7682622328188384,QQQ
2025-09-09,1.773271972910134,QQQ
2025-09-10,1.7738522956473388,QQQ
2025-09-11,1.7841771499045738,QQQ
2025-09-12,1.7920580782698108,QQQ
2025-09-15,1.8073926726183416,QQQ
2025-09-16,1.805865242268214,QQQ
2025-09-17,1.8022608575607764,QQQ
2025-09-18,1.8185117607922079,QQQ
2025-09-19,1.830821919852566,QQQ
2025-09-22,1.8416604595947759,QQQ
2025-09-23,1.8294275773479278,QQQ
2025-09-24,1.8230052021729506,QQQ
2025-09-25,1.8151457395892443,QQQ
2025-09-26,1.8226076185672104,QQQ
